,unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,yearincome,monthlyincome,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,roledepartament,remotework
851,851,52.0,No,rarely,1323.0,,2,3,,316.0,3,F,89.0,2,1, laboratory technician ,4,single,3300,7,unknown,15,3.0,2,,38544.0,3212.0,0,,3,2.0,2,,2,2,1971,Unknown,Si
852,852,59.0,No,rarely,818.0, Human Resources ,6,2,Medical,unknown,2,M,,3,1, human resources ,3,married,25657,8,unknown,17,3.0,4,,,,0,,2,2.0,2,,2,2,1964, human resources  -  human resources ,No
853,853,32.0,Yes,,515.0,,1,3,,unknown,4,M,62.0,2,1, laboratory technician ,3,single,9571,0,unknown,14,3.0,4,,,,0,4.0,2,1.0,3,,1,2,1991,Unknown,Si
854,854,39.0,No,,1431.0,,24,4,Medical,332.0,2,F,96.0,3,1, laboratory technician ,3,divorced,15417,7,no,14,3.0,3,"80,0",,,3,7.0,1,3.0,3,,1,2,1984,Unknown,No
855,855,32.0,No,non-travel,976.0,,26,4,Marketing,unknown,3,M,100.0,3,2, sales executive ,4,unknown,12069,0,no,18,3.0,1,"80,0",,,0,4.0,2,3.0,3,,2,2,1991,Unknown,Si
856,856,31.0,No,,1327.0,,3,4,Medical,337.0,2,M,73.0,3,3, research director ,3,divorced,13523,9,no,12,3.0,1,,,,1,,3,3.0,2,,2,2,1992,Unknown,Si
857,857,33.0,No,rarely,832.0,,5,4,Life Sciences,338.0,3,F,63.0,2,1, research scientist ,4,married,14776,1,unknown,13,3.0,3,,34932.0,2911.0,1,2.0,2,2.0,2,,0,2,1990,Unknown,Si
858,858,45.0,No,,1199.0,,23,4,Life Sciences,341.0,1,M,77.0,4,2, manufacturing director ,3,unknown,5118,4,unknown,17,3.0,4,,,,1,9.0,1,3.0,3,,0,2,1978,Unknown,Si
859,859,42.0,No,,916.0, Research & Development ,17,2,,347.0,4,F,82.0,4,2, research scientist ,1,single,23016,3,yes,13,3.0,3,,,,0,,1,3.0,3,,0,2,1981, research scientist  -  research & development ,Si
860,860,29.0,No,,1247.0,,19,2,Marketing,349.0,4,M,45.0,3,2, sales executive ,4,divorced,10732,2,no,14,3.0,4,,83172.0,6931.0,1,,2,3.0,3,,0,2,1994,Unknown,No
861,861,25.0,No,rarely,685.0,,1,3,,350.0,1,F,62.0,3,2, manufacturing director ,3,married,7505,0,no,12,3.0,4,,,,2,5.0,3,3.0,4,,1,2,1998,Unknown,No
862,862,32.0,No,,128.0,,2,1,,362.0,4,M,84.0,2,2, laboratory technician ,1,unknown,19737,4,no,13,3.0,4,"80,0",26112.0,2176.0,0,9.0,5,3.0,6,,0,4,1991,Unknown,No
863,863,28.0,No,rarely,1158.0,,9,3,,unknown,4,M,94.0,3,1, research scientist ,4,married,2613,1,no,23,4.0,4,,,,1,,3,,5,,0,4,1995,Unknown,Si
864,864,21.0,No,rarely,996.0,,3,2,,379.0,4,M,100.0,2,1, research scientist ,3,single,10531,1,no,17,3.0,1,"80,0",38760.0,3230.0,0,,4,4.0,3,,1,0,2002,Unknown,No
865,865,37.0,No,non-travel,728.0,,1,4,Medical,380.0,1,F,80.0,3,3, research director ,4,divorced,11677,2,yes,18,3.0,1,,,,2,,2,3.0,5,,0,2,1986,Unknown,No
866,866,38.0,No,rarely,688.0,,23,4,Life Sciences,393.0,4,M,82.0,3,2, healthcare representative ,4,unknown,18899,9,unknown,14,3.0,2,"80,0",,,1,,2,3.0,2,,1,2,1985,Unknown,No
867,867,26.0,Yes,rarely,1449.0,,16,4,Medical,394.0,1,M,45.0,3,1, laboratory technician ,2,divorced,14180,2,yes,13,3.0,4,"80,0",,,1,,2,3.0,3,,0,2,1997,Unknown,No
868,868,49.0,No,,636.0,,10,4,Life Sciences,396.0,3,F,,3,5, research director ,1,single,25594,9,yes,11,3.0,4,,223980.0,18665.0,0,,4,3.0,3,,1,2,1974,Unknown,Si
869,869,31.0,No,frequently,444.0, Sales ,5,3,,unknown,4,F,84.0,3,1, sales representative ,2,divorced,3909,1,unknown,11,3.0,3,,33468.0,2789.0,1,2.0,5,2.0,2,,2,2,1992, sales representative  -  sales ,Si
870,870,37.0,No,frequently,889.0,,9,3,Medical,403.0,2,M,53.0,3,1, research scientist ,4,married,11411,1,unknown,12,3.0,3,"80,0",,,3,,3,2.0,4,,1,2,1986,Unknown,No
871,871,31.0,No,rarely,691.0, Research & Development ,11,4,,423.0,1,M,86.0,3,1, research scientist ,4,married,10077,0,unknown,12,3.0,3,,,,1,,4,3.0,5,,0,3,1992, research scientist  -  research & development ,Si
872,872,31.0,No,rarely,106.0,,2,3,Human Resources,424.0,1,M,62.0,2,2, human resources ,1,unknown,17822,3,no,12,3.0,4,,76920.0,6410.0,0,,1,3.0,2,,1,0,1992,Unknown,No
873,873,31.0,No,,, Research & Development ,2,4,,unknown,3,M,32.0,3,1, research scientist ,4,unknown,7747,0,unknown,18,3.0,2,,,,1,3.0,2,1.0,2,,2,2,1992, research scientist  -  research & development ,Si
874,874,52.0,Yes,,723.0,,17,4,Medical,433.0,1,M,85.0,2,2, research scientist ,2,unknown,17747,2,no,15,,1,"80,0",59292.0,4941.0,0,11.0,3,2.0,8,,7,7,1971,Unknown,No
875,875,28.0,Yes,,1157.0,,2,4,Medical,440.0,1,M,84.0,1,1, research scientist ,4,married,24737,5,yes,13,3.0,4,,,,0,,4,2.0,3,,2,2,1995,Unknown,Si
876,876,47.0,No,rarely,1482.0,,5,5,,447.0,4,M,42.0,3,5, research director ,3,married,16375,4,unknown,11,3.0,2,"80,0",,,1,21.0,2,3.0,3,,1,1,1976,Unknown,No
877,877,29.0,No,,738.0,,9,5,Other,455.0,2,M,30.0,2,1, laboratory technician ,4,unknown,7621,0,no,17,3.0,3,"80,0",47796.0,3983.0,0,4.0,2,,3,,2,2,1994,Unknown,Si
878,878,37.0,No,,1192.0,,5,2,Medical,460.0,4,M,61.0,3,2, manufacturing director ,4,unknown,23177,7,no,16,3.0,3,,76164.0,6347.0,2,8.0,2,2.0,6,,0,4,1986,Unknown,Si
879,879,23.0,No,,1309.0,,26,1,,465.0,3,M,83.0,3,1, research scientist ,4,unknown,16092,1,unknown,12,3.0,3,,34848.0,2904.0,2,,2,2.0,4,,0,2,2000,Unknown,No
880,880,42.0,No,rarely,544.0, Human Resources ,2,1,,470.0,3,M,52.0,3,1, human resources ,3,divorced,24017,0,yes,11,3.0,3,,32352.0,2696.0,1,4.0,5,3.0,3,,1,0,1981, human resources  -  human resources ,No
881,881,30.0,No,,641.0, Sales ,25,2,,475.0,4,F,85.0,3,2, sales executive ,3,unknown,6069,7,unknown,12,3.0,2,,,,1,4.0,2,4.0,2,,2,2,1993, sales executive  -  sales ,No
882,882,21.0,Yes,,756.0,,31,1,,478.0,1,F,99.0,2,1, sales representative ,2,single,9150,1,unknown,11,3.0,3,,26088.0,2174.0,0,3.0,3,3.0,3,,1,2,2002,Unknown,Si
883,883,57.0,No,rarely,593.0,,1,4,Medical,482.0,4,M,88.0,3,2, healthcare representative ,3,unknown,2967,2,no,11,3.0,3,,81060.0,6755.0,0,,2,3.0,3,,1,2,1966,Unknown,Si
884,884,21.0,No,,895.0,,9,2,,unknown,1,M,39.0,3,1, sales representative ,4,single,2851,1,unknown,24,4.0,3,,,,0,3.0,3,2.0,3,2.0,2,2,2002,Unknown,Si
885,885,31.0,No,rarely,408.0,,9,4,Life Sciences,unknown,3,M,42.0,2,1, research scientist ,2,unknown,7551,0,unknown,16,3.0,4,,31884.0,2657.0,0,3.0,5,3.0,2,,2,2,1992,Unknown,Si
886,886,29.0,No,,1283.0, Research & Development ,17,3,,495.0,1,M,54.0,3,1, research scientist ,4,unknown,18168,9,no,16,,4,,,,0,6.0,4,3.0,3,,1,2,1994, research scientist  -  research & development ,No
887,887,27.0,No,rarely,1469.0,,1,2,,unknown,4,M,82.0,3,1, laboratory technician ,2,unknown,17881,1,no,11,3.0,2,"80,0",,,1,5.0,2,3.0,5,,0,4,1996,Unknown,Si
888,888,49.0,No,rarely,1261.0,,7,3,Other,unknown,2,M,31.0,2,3, healthcare representative ,3,single,12066,8,no,24,4.0,3,,131580.0,10965.0,0,,2,3.0,5,,0,0,1974,Unknown,Si
889,889,36.0,No,rarely,329.0,,2,3,,501.0,4,F,96.0,3,1, research scientist ,3,married,11868,4,no,13,3.0,2,,30516.0,2543.0,1,,3,3.0,2,,2,2,1987,Unknown,Si
890,890,34.0,Yes,non-travel,1362.0,,19,3,Marketing,502.0,1,M,67.0,4,2, sales executive ,4,unknown,4652,8,yes,13,3.0,2,,63648.0,5304.0,0,,3,2.0,5,,0,4,1989,Unknown,Si
891,891,24.0,No,,1371.0,,10,4,Marketing,507.0,4,F,77.0,3,2, sales executive ,3,divorced,5915,1,yes,12,3.0,4,,,,1,,2,4.0,5,,0,3,1999,Unknown,Si
892,892,42.0,No,,201.0,,1,4,,517.0,2,F,,3,1, laboratory technician ,1,unknown,20490,3,no,16,3.0,2,"80,0",,,1,8.0,5,3.0,5,,1,2,1981,Unknown,Si
893,893,54.0,No,,821.0,,5,2,Medical,522.0,1,M,86.0,3,5, research director ,1,married,8509,4,unknown,11,3.0,3,"80,0",232872.0,19406.0,1,24.0,4,2.0,4,,1,2,1969,Unknown,No
894,894,34.0,No,,1381.0,,4,4,,523.0,3,F,72.0,3,2, sales executive ,3,married,12740,9,no,15,3.0,1,,78456.0,6538.0,1,,3,3.0,3,,1,2,1989,Unknown,Si
895,895,43.0,No,,313.0,,21,3,,525.0,4,M,61.0,3,1, laboratory technician ,4,unknown,15238,7,unknown,20,4.0,1,"80,0",27096.0,2258.0,1,,1,3.0,3,,1,2,1980,Unknown,Si
896,896,43.0,No,rarely,1473.0,,8,4,Other,526.0,3,F,74.0,3,2, healthcare representative ,3,unknown,2227,4,yes,14,3.0,4,,,,0,,3,3.0,5,,0,2,1980,Unknown,Si
897,897,31.0,No,rarely,329.0,,1,2,,530.0,4,M,98.0,2,1, laboratory technician ,1,married,16193,1,no,12,3.0,3,"80,0",26616.0,2218.0,1,4.0,3,,4,,3,2,1992,Unknown,No
898,898,25.0,Yes,rarely,688.0,,3,3,Medical,unknown,1,M,91.0,3,1, laboratory technician ,1,married,9396,5,no,13,3.0,3,"80,0",,,1,6.0,5,,2,,0,2,1998,Unknown,Si
899,899,45.0,No,,192.0,,10,2,Life Sciences,544.0,1,M,69.0,3,1, research scientist ,4,married,9655,3,no,21,,4,,31848.0,2654.0,2,8.0,3,2.0,2,,0,2,1978,Unknown,Si
900,900,52.0,No,rarely,1490.0,,4,2,Life Sciences,unknown,4,F,,3,4, manager ,4,married,10310,2,no,13,3.0,4,,,,0,31.0,2,1.0,5,,1,4,1971,Unknown,No
901,901,34.0,Yes,frequently,296.0,,6,2,,555.0,4,F,33.0,1,1, sales representative ,3,unknown,12253,0,no,16,3.0,4,,,,1,3.0,3,2.0,2,,1,0,1989,Unknown,Si
902,902,26.0,No,rarely,1349.0,,23,3,Life Sciences,unknown,1,F,90.0,3,1, research scientist ,4,divorced,3032,1,no,22,4.0,2,,,,2,,3,1.0,3,,0,2,1997,Unknown,Si
903,903,29.0,No,,986.0,,3,4,,564.0,2,M,93.0,2,3, research director ,3,unknown,21526,1,no,18,3.0,3,,143220.0,11935.0,0,,2,3.0,10,,0,7,1994,Unknown,Si
904,904,29.0,Yes,,408.0,,25,5,Technical Degree,unknown,3,F,71.0,2,1, research scientist ,2,married,18300,5,no,16,3.0,2,,30552.0,2546.0,0,6.0,2,4.0,2,,1,1,1994,Unknown,No
905,905,46.0,No,,1009.0,,2,3,Life Sciences,unknown,1,M,51.0,3,4, research director ,3,married,2288,6,no,13,3.0,3,"80,0",214332.0,17861.0,0,,2,1.0,3,,0,1,1977,Unknown,No
906,906,46.0,No,,1125.0,,10,3,Marketing,580.0,3,F,94.0,2,3, sales executive ,4,unknown,11563,2,unknown,19,3.0,3,"80,0",,,1,15.0,3,3.0,3,,1,2,1977,Unknown,No
907,907,30.0,No,rarely,413.0, Sales ,7,1,Marketing,585.0,4,M,57.0,3,1, sales representative ,2,single,18398,0,unknown,14,3.0,1,"80,0",,,0,,3,3.0,3,,1,2,1993, sales representative  -  sales ,Si
908,908,34.0,Yes,frequently,988.0, Human Resources ,23,3,,unknown,2,F,43.0,3,3, human resources ,1,divorced,11533,9,yes,15,3.0,3,,,,3,,2,3.0,3,,0,2,1989, human resources  -  human resources ,No
909,909,42.0,No,,1474.0,,5,2,Other,591.0,2,M,97.0,3,1, laboratory technician ,3,married,9260,4,no,17,3.0,4,,,,1,,4,,2,,2,0,1981,Unknown,Si
910,910,22.0,Yes,,1368.0, Research & Development ,25,1,Technical Degree,593.0,3,M,99.0,2,1, laboratory technician ,3,single,9129,5,no,16,3.0,3,,46728.0,3894.0,0,4.0,3,3.0,2,,1,2,2001, laboratory technician  -  research & development ,Si
911,911,29.0,No,rarely,232.0,,19,3,Technical Degree,611.0,4,M,34.0,3,2, manufacturing director ,4,divorced,22645,4,no,12,3.0,2,,51144.0,4262.0,2,8.0,2,4.0,3,2.0,1,2,1994,Unknown,Si
912,912,46.0,No,frequently,1034.0, Research & Development ,18,1,Medical,624.0,1,F,86.0,3,3, healthcare representative ,3,married,8984,5,no,11,3.0,4,,126324.0,10527.0,0,,3,2.0,2,,1,2,1977, healthcare representative  -  research & development ,Si
913,913,32.0,Yes,,1474.0, Sales ,11,4,Other,631.0,4,M,,4,2, sales executive ,3,unknown,23914,8,unknown,12,3.0,4,"80,0",,,0,,2,3.0,4,,1,2,1991, sales executive  -  sales ,Si
914,914,24.0,No,,,,24,3,Medical,632.0,4,M,38.0,3,1, sales representative ,4,unknown,5530,0,no,13,3.0,3,,28800.0,2400.0,2,3.0,3,3.0,2,,2,1,1999,Unknown,No
915,915,35.0,No,rarely,538.0,,25,2,,652.0,1,M,54.0,2,2, laboratory technician ,4,single,14004,4,no,14,3.0,4,,44172.0,3681.0,0,,3,3.0,3,,0,2,1988,Unknown,No
916,916,42.0,No,,622.0,,2,4,Life Sciences,659.0,3,F,81.0,3,2, healthcare representative ,4,married,5718,1,no,13,3.0,2,,,,2,10.0,4,3.0,10,,2,2,1981,Unknown,Si
917,917,48.0,No,rarely,1236.0,,1,4,,664.0,4,F,40.0,2,4, manager ,1,married,17997,7,no,11,3.0,1,,,,1,21.0,3,1.0,3,,0,2,1975,Unknown,Si
918,918,44.0,No,rarely,1112.0,,1,4,,665.0,1,F,50.0,2,2, human resources ,3,unknown,26894,4,no,11,,2,,,,0,10.0,1,4.0,2,2.0,0,2,1979,Unknown,Si
919,919,34.0,No,,204.0, Sales ,14,3,,666.0,3,F,31.0,3,1, sales representative ,3,unknown,2912,1,yes,18,3.0,4,,,,2,8.0,3,3.0,8,,0,6,1989, sales representative  -  sales ,Si
920,920,21.0,No,,1343.0,,22,1,Technical Degree,unknown,3,M,49.0,3,1, sales representative ,3,unknown,24444,1,unknown,11,,3,,41364.0,3447.0,0,,2,3.0,3,,1,2,2002,Unknown,Si
921,921,44.0,No,rarely,1315.0,,3,4,,671.0,4,M,35.0,3,5, manager ,4,unknown,9358,4,unknown,12,3.0,1,,234156.0,19513.0,1,26.0,2,4.0,2,,0,1,1979,Unknown,Si
922,922,22.0,No,rarely,,,6,1,Medical,675.0,1,M,69.0,3,1, research scientist ,3,married,12145,0,unknown,20,4.0,4,"80,0",,,0,,3,3.0,2,,2,2,2001,Unknown,Si
923,923,26.0,No,rarely,991.0,,6,3,,686.0,3,F,71.0,3,1, laboratory technician ,4,unknown,17759,1,yes,13,,3,,31908.0,2659.0,1,,2,3.0,3,,0,2,1997,Unknown,No
924,924,36.0,No,,913.0,,9,2,Medical,699.0,2,M,48.0,2,2, manufacturing director ,2,unknown,13934,2,yes,11,3.0,3,,106164.0,8847.0,1,13.0,2,3.0,3,,0,2,1987,Unknown,Si
925,925,27.0,No,,1115.0,,3,4,Medical,unknown,1,M,54.0,2,1, research scientist ,4,single,15174,0,unknown,13,3.0,4,,24540.0,2045.0,0,5.0,0,3.0,4,,1,1,1996,Unknown,Si
926,926,23.0,No,rarely,885.0,,4,3,,705.0,1,M,58.0,4,1, research scientist ,1,unknown,8544,2,unknown,16,3.0,1,,,,1,5.0,3,4.0,3,,0,2,2000,Unknown,No
927,927,25.0,No,,810.0,,8,3,Life Sciences,707.0,4,M,57.0,4,2, sales executive ,2,unknown,15678,0,no,22,4.0,3,,58212.0,4851.0,1,4.0,4,3.0,3,,1,2,1998,Unknown,No
928,928,48.0,No,,817.0,,14,1,,712.0,1,M,56.0,4,2, sales executive ,2,married,18597,3,unknown,12,3.0,4,,97440.0,8120.0,0,,3,3.0,2,,2,2,1975,Unknown,Si
929,929,24.0,Yes,rarely,693.0,,3,2,Life Sciences,unknown,1,F,65.0,3,2, sales executive ,3,single,24785,9,no,14,3.0,1,,54924.0,4577.0,0,,3,3.0,2,,2,0,1999,Unknown,Si
930,930,60.0,No,rarely,1179.0,,16,4,,732.0,1,M,84.0,3,2, sales executive ,1,single,11924,8,no,14,3.0,4,"80,0",64860.0,5405.0,0,10.0,1,3.0,2,,2,2,1963,Unknown,No
931,931,50.0,No,,316.0,,8,4,Marketing,738.0,4,M,54.0,3,1, sales representative ,2,married,9983,7,no,15,3.0,4,,,,1,4.0,2,3.0,2,,2,2,1973,Unknown,Si
932,932,44.0,No,non-travel,381.0,,24,3,,744.0,1,M,49.0,1,1, laboratory technician ,3,single,2104,2,unknown,14,3.0,3,,44496.0,3708.0,0,9.0,5,3.0,5,,1,4,1979,Unknown,No
933,933,47.0,No,frequently,217.0,,3,3,,746.0,4,F,49.0,3,4, sales executive ,3,divorced,10225,9,yes,12,3.0,4,,165240.0,13770.0,2,28.0,2,2.0,22,,11,13,1976,Unknown,Si
934,934,42.0,Yes,,933.0,,19,3,,752.0,3,M,57.0,4,1, research scientist ,3,divorced,20366,6,unknown,12,3.0,4,,,,0,,2,3.0,2,,2,2,1981,Unknown,Si
935,935,43.0,No,frequently,775.0,,15,3,Life Sciences,754.0,4,M,47.0,2,2, sales executive ,4,married,23683,3,unknown,18,,3,,,,1,7.0,5,3.0,2,,2,2,1980,Unknown,Si
936,936,40.0,No,,804.0,,2,1,,unknown,4,F,86.0,2,1, research scientist ,4,single,22929,0,unknown,20,4.0,4,,,,0,5.0,2,2.0,4,,2,3,1983,Unknown,No
937,937,29.0,No,,1090.0, Sales ,10,3,,unknown,4,M,83.0,3,1, sales representative ,2,unknown,17967,1,no,14,3.0,4,"80,0",27564.0,2297.0,2,,2,3.0,2,,2,2,1994, sales representative  -  sales ,No
938,938,53.0,No,,346.0,,6,3,,769.0,4,M,86.0,3,2, laboratory technician ,4,single,10919,2,unknown,17,3.0,4,,29400.0,2450.0,0,19.0,4,3.0,2,,2,2,1970,Unknown,No
939,939,23.0,No,rarely,310.0, Research & Development ,12,1,Medical,unknown,1,M,79.0,4,1, research scientist ,3,single,19630,1,unknown,18,3.0,4,"80,0",,,0,,3,3.0,2,,0,2,2000, research scientist  -  research & development ,No
940,940,55.0,Yes,,725.0,,2,3,Medical,unknown,4,M,78.0,3,5, manager ,1,unknown,21199,5,yes,13,3.0,4,,,,1,24.0,2,3.0,5,,1,4,1968,Unknown,No
941,941,26.0,No,frequently,575.0,,1,2,Life Sciences,792.0,1,F,71.0,1,1, laboratory technician ,4,unknown,5288,3,no,14,3.0,1,"80,0",,,1,,2,3.0,2,,2,0,1997,Unknown,Si
942,942,34.0,No,rarely,182.0,,1,4,,797.0,2,F,72.0,4,1, research scientist ,4,single,13551,2,no,16,3.0,3,"80,0",,,0,,2,3.0,4,,1,3,1989,Unknown,No
943,943,27.0,No,,829.0,,8,1,Marketing,800.0,3,M,84.0,3,2, sales executive ,4,married,24008,0,unknown,19,3.0,2,,52104.0,4342.0,1,5.0,3,3.0,4,,1,1,1996,Unknown,Si
944,944,35.0,No,rarely,384.0,,8,4,,unknown,1,F,72.0,3,1, sales representative ,4,unknown,20317,1,no,16,3.0,2,,30864.0,2572.0,1,3.0,1,2.0,3,,0,2,1988,Unknown,Si
945,945,30.0,No,rarely,921.0,,18,3,,806.0,4,M,38.0,1,1, laboratory technician ,3,married,24375,3,no,21,,3,,,,2,7.0,2,3.0,2,,0,2,1993,Unknown,Si
946,946,34.0,No,,1111.0,,8,2,,unknown,3,F,93.0,3,2, sales executive ,1,unknown,13305,5,no,17,3.0,2,,78000.0,6500.0,1,,1,3.0,3,,1,2,1989,Unknown,Si
947,947,52.0,No,rarely,1325.0, Research & Development ,25,4,Life Sciences,813.0,2,F,82.0,3,2, laboratory technician ,3,unknown,21821,8,unknown,20,4.0,2,"80,0",37788.0,3149.0,1,9.0,3,3.0,5,,1,4,1971, laboratory technician  -  research & development ,Si
948,948,33.0,Yes,rarely,118.0,,16,3,Marketing,819.0,1,F,69.0,3,2, sales executive ,1,single,26507,5,unknown,15,3.0,3,,63888.0,5324.0,0,,3,3.0,3,,0,2,1990,Unknown,No
949,949,35.0,No,rarely,1258.0, Research & Development ,20,4,,unknown,2,F,40.0,4,1, research scientist ,3,single,13301,3,no,13,3.0,3,,,,0,7.0,0,3.0,2,,2,2,1988, research scientist  -  research & development ,No
950,950,28.0,Yes,,890.0,,2,4,,unknown,3,M,,3,1, research scientist ,3,single,16374,6,no,17,3.0,4,,52584.0,4382.0,0,5.0,3,2.0,2,,2,1,1995,Unknown,Si
951,951,36.0,No,rarely,1041.0,,13,3,Human Resources,unknown,3,M,36.0,3,1, human resources ,2,married,25527,4,unknown,13,3.0,2,,,,1,,2,3.0,5,,0,4,1987,Unknown,Si
952,952,34.0,No,frequently,702.0, Research & Development ,16,4,,838.0,3,F,100.0,2,1, research scientist ,4,single,8306,1,no,16,3.0,3,"80,0",30636.0,2553.0,0,6.0,3,3.0,5,,1,3,1989, research scientist  -  research & development ,Si
953,953,34.0,No,,829.0,,3,2,,847.0,3,M,,3,1, human resources ,4,unknown,2243,0,unknown,19,3.0,3,,,,1,4.0,1,1.0,3,,0,2,1989,Unknown,No
954,954,44.0,No,rarely,625.0,,4,3,,852.0,4,M,50.0,3,2, healthcare representative ,2,single,5197,9,unknown,12,3.0,4,"80,0",71196.0,5933.0,0,10.0,2,2.0,5,,2,3,1979,Unknown,Si
955,955,32.0,No,,,,13,4,Life Sciences,859.0,2,M,73.0,3,2, sales executive ,4,divorced,9250,2,unknown,11,3.0,3,"80,0",52836.0,4403.0,1,8.0,3,2.0,5,,0,3,1991,Unknown,Si
956,956,53.0,No,,661.0,,7,2,,unknown,1,F,78.0,2,3, sales executive ,4,married,20715,7,yes,18,3.0,4,,131208.0,10934.0,1,35.0,3,3.0,5,,0,4,1970,Unknown,No
957,957,22.0,No,,,,1,2,Life Sciences,872.0,4,M,,2,2, manufacturing director ,4,unknown,19146,6,unknown,22,4.0,1,,,,2,4.0,2,1.0,2,,2,2,2001,Unknown,No
958,958,44.0,No,rarely,986.0,,8,4,Life Sciences,874.0,1,M,62.0,4,1, laboratory technician ,4,unknown,5044,2,yes,24,4.0,3,,,,1,10.0,2,2.0,3,,0,2,1979,Unknown,No
959,959,35.0,Yes,frequently,,,25,4,Life Sciences,881.0,4,F,96.0,3,1, research scientist ,2,divorced,16612,1,unknown,19,3.0,1,,24264.0,2022.0,1,10.0,3,2.0,10,,7,8,1988,Unknown,Si
960,960,25.0,No,,583.0,,4,1,,885.0,3,M,87.0,2,2, sales executive ,1,unknown,18154,1,no,12,3.0,1,,51072.0,4256.0,0,5.0,1,4.0,5,,0,3,1998,Unknown,No
961,961,49.0,No,rarely,1418.0,,1,3,Technical Degree,unknown,3,F,36.0,3,1, research scientist ,1,unknown,10554,2,no,16,3.0,2,,42960.0,3580.0,1,7.0,2,3.0,4,,0,2,1974,Unknown,No
962,962,24.0,No,non-travel,1269.0,,19,1,Life Sciences,888.0,1,M,,2,1, laboratory technician ,4,unknown,10778,0,unknown,17,3.0,4,,,,0,,2,2.0,5,,3,4,1999,Unknown,No
963,963,38.0,No,rarely,395.0, Sales ,9,3,Marketing,893.0,2,M,98.0,2,1, sales representative ,2,unknown,12102,0,unknown,19,3.0,4,"80,0",34788.0,2899.0,1,3.0,3,3.0,2,,1,2,1985, sales representative  -  sales ,Si
964,964,29.0,Yes,rarely,341.0,,1,3,Medical,896.0,2,F,48.0,2,1, sales representative ,3,unknown,23522,6,yes,19,3.0,3,"80,0",,,3,5.0,3,3.0,3,,0,2,1994,Unknown,No
965,965,43.0,No,frequently,,,1,3,Life Sciences,902.0,4,F,33.0,3,2, healthcare representative ,4,married,21782,4,unknown,13,3.0,2,"80,0",66744.0,5562.0,1,12.0,2,2.0,5,,2,2,1980,Unknown,Si
966,966,28.0,No,rarely,821.0,,5,4,Medical,916.0,1,M,98.0,3,2, sales executive ,4,single,24252,1,unknown,14,3.0,2,"80,0",,,0,4.0,3,3.0,4,,0,2,1995,Unknown,No
967,967,20.0,Yes,rarely,500.0,,2,3,,922.0,3,F,49.0,2,1, sales representative ,3,single,22052,1,unknown,13,3.0,4,,,,0,2.0,3,2.0,2,,0,2,2003,Unknown,Si
968,968,47.0,No,,1454.0,,2,4,Life Sciences,925.0,4,F,65.0,2,1, sales representative ,4,single,13137,1,yes,18,3.0,1,,,,0,3.0,3,2.0,3,,1,2,1976,Unknown,Si
969,969,22.0,Yes,rarely,617.0,,3,1,Life Sciences,unknown,2,F,34.0,3,2, manufacturing director ,3,married,10022,0,yes,19,3.0,1,,,,1,4.0,3,4.0,3,,0,2,2001,Unknown,Si
970,970,28.0,No,,995.0,,9,3,Medical,930.0,3,F,77.0,3,1, research scientist ,3,divorced,9834,5,no,18,3.0,2,,28524.0,2377.0,1,6.0,2,3.0,2,,2,2,1995,Unknown,Si
971,971,39.0,Yes,,1122.0, Research & Development ,6,3,Medical,unknown,4,M,70.0,3,1, laboratory technician ,1,married,4303,7,unknown,21,4.0,4,,28848.0,2404.0,0,,2,1.0,2,,2,2,1984, laboratory technician  -  research & development ,Si
972,972,33.0,No,rarely,1198.0, Research & Development ,1,4,,939.0,3,M,100.0,2,1, research scientist ,1,single,3339,3,unknown,11,3.0,2,,33588.0,2799.0,0,,1,3.0,3,,0,2,1990, research scientist  -  research & development ,No
973,973,36.0,No,rarely,188.0, Research & Development ,7,4,Other,unknown,2,M,65.0,3,1, research scientist ,4,single,23293,2,unknown,18,3.0,3,"80,0",,,0,8.0,6,3.0,6,,0,1,1987, research scientist  -  research & development ,Si
974,974,35.0,No,rarely,1219.0,,48,3,,975.0,3,F,86.0,3,2, sales executive ,3,unknown,6179,1,unknown,16,3.0,2,,,,0,5.0,3,3.0,5,,1,0,1988,Unknown,Si
975,975,31.0,Yes,,335.0,,9,2,Medical,991.0,3,M,46.0,2,1, research scientist ,1,single,10322,0,yes,22,4.0,1,,,,0,4.0,0,3.0,3,,1,2,1992,Unknown,No
976,976,33.0,No,rarely,461.0,,13,1,Life Sciences,995.0,2,F,53.0,3,1, research scientist ,4,single,17241,3,unknown,18,3.0,1,,41424.0,3452.0,0,5.0,4,3.0,3,,0,2,1990,Unknown,No
977,977,27.0,No,,1134.0,,24,4,,1001.0,2,F,37.0,3,1, laboratory technician ,2,married,12086,9,no,14,3.0,2,,33732.0,2811.0,1,4.0,2,3.0,2,,2,2,1996,Unknown,No
978,978,30.0,Yes,rarely,138.0,,22,3,,unknown,1,F,48.0,3,1, research scientist ,3,married,11539,4,unknown,11,3.0,2,,,,0,,2,,5,,0,1,1993,Unknown,Si
